"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","X..of.FGA.by.Distance","X..of.FGA.by.Distance.1","X..of.FGA.by.Distance.2","X..of.FGA.by.Distance.3","X..of.FGA.by.Distance.4","X..of.FGA.by.Distance.5","Var.14","FG..by.Distance","FG..by.Distance.1","FG..by.Distance.2","FG..by.Distance.3","FG..by.Distance.4","FG..by.Distance.5","Var.21","X..of.FG.Ast.d","X..of.FG.Ast.d.1","Var.24","Dunks","Dunks.1","Var.27","Layups","Layups.1","Var.30","Corner","Corner.1"
"15","14","Los Angeles Lakers","47","11480",".452","14.2",NA,".592",".260",".185",".088",".059",".408",NA,".526",".705",".397",".379",".363",".346",NA,".531",".839",NA,".062","233",NA,".266","644",NA,".202",".371"
"16","15","Memphis Grizzlies","49","11810",".453","14.2",NA,".600",".262",".171",".104",".064",".400",NA,".514",".657",".388",".435",".392",".361",NA,".546",".816",NA,".064","238",NA,".264","599",NA,".174",".406"
"17","16","Miami Heat","47","11330",".443","15.6",NA,".531",".210",".170",".093",".058",".469",NA,".526",".689",".440",".409",".376",".350",NA,".513",".839",NA,".043","143",NA,".233","523",NA,".274",".373"
"18","17","Milwaukee Bucks","49","11810",".438","15.6",NA,".543",".219",".168",".089",".066",".457",NA,".526",".680",".426",".412",".421",".335",NA,".511",".823",NA,".043","170",NA,".249","609",NA,".221",".349"
"19","18","Minnesota Timberwolves","46","11115",".452","14.6",NA,".563",".252",".166",".083",".061",".437",NA,".539",".697",".407",".391",".446",".339",NA,".554",".842",NA,".072","258",NA,".263","562",NA,".287",".376"
"20","19","New Orleans Pelicans","46","11090",".467","14.8",NA,".592",".220",".177",".110",".084",".408",NA,".533",".690",".459",".459",".372",".371",NA,".498",".804",NA,".043","156",NA,".248","563",NA,".220",".423"
"21","20","New York Knicks","48","11570",".440","14.8",NA,".565",".263",".138",".087",".077",".435",NA,".511",".647",".393",".447",".331",".347",NA,".526",".844",NA,".054","200",NA,".262","572",NA,".234",".362"
"22","21","Oklahoma City Thunder","47","11280",".446","15.0",NA,".569",".211",".201",".086",".071",".431",NA,".519",".679",".434",".440",".379",".350",NA,".521",".854",NA,".055","189",NA,".265","595",NA,".252",".408"
"23","22","Orlando Magic","48","11545",".460","14.7",NA,".598",".221",".190",".102",".084",".402",NA,".528",".653",".453",".458",".450",".360",NA,".503",".835",NA,".053","204",NA,".254","573",NA,".224",".383"
"24","23","Philadelphia 76ers","46","11115",".450","14.1",NA,".610",".247",".188",".107",".068",".390",NA,".517",".687",".394",".373",".460",".345",NA,".510",".795",NA,".065","230",NA,".262","566",NA,".207",".373"
"25","24","Phoenix Suns","46","11065",".437","14.5",NA,".616",".202",".230",".097",".087",".384",NA,".505",".672",".449",".402",".381",".329",NA,".485",".793",NA,".042","154",NA,".262","588",NA,".193",".337"
"26","25","Portland Trail Blazers","46","11065",".474","14.4",NA,".580",".264",".171",".086",".059",".420",NA,".548",".685",".455",".392",".428",".371",NA,".526",".828",NA,".053","189",NA,".256","606",NA,".278",".412"
"27","26","Sacramento Kings","48","11595",".470","13.7",NA,".631",".253",".212",".094",".072",".369",NA,".537",".701",".427",".425",".435",".354",NA,".476",".802",NA,".058","233",NA,".285","695",NA,".205",".375"
"28","27","San Antonio Spurs","47","11355",".462","13.5",NA,".637",".265",".208",".092",".071",".363",NA,".524",".646",".430",".437",".454",".354",NA,".466",".816",NA,".059","212",NA,".309","692",NA,".192",".410"
"29","28","Toronto Raptors","44","10585",".458","14.5",NA,".584",".226",".205",".097",".056",".416",NA,".527",".700",".403",".439",".432",".362",NA,".519",".859",NA,".057","181",NA,".259","520",NA,".298",".378"
"30","29","Utah Jazz","48","11520",".448","14.6",NA,".616",".193",".222",".120",".081",".384",NA,".516",".699",".434",".446",".407",".340",NA,".477",".783",NA,".044","166",NA,".249","612",NA,".202",".355"
"31","30","Washington Wizards","47","11380",".456","14.1",NA,".649",".194",".251",".116",".088",".351",NA,".514",".706",".442",".428",".408",".348",NA,".476",".804",NA,".056","198",NA,".265","614",NA,".191",".361"
"32","","League Average","47","11321",".454","14.4",NA,".598",".239",".192",".096",".072",".402",NA,".525",".678",".427",".425",".406",".348",NA,".505",".818",NA,".055","201",NA,".264","601",NA,".230",".376"
